Hotel Name,Rating,Score Description,Date,Pros,Full Review
The High Line Hotel,9.0,Wonderful,2022-05-01,Pros (+) Lovely boutique hotel with tons of charm. The room and entire facility was full of character. And....Best shower ever! Outdoor bar has a lovely selection of cocktails and small bites. Very pleasant way to spend an afternoon.,Lovely boutique hotel with tons of charm. The room and entire facility was full of character. And....Best shower ever! Outdoor bar has a lovely selection of cocktails and small bites. Very pleasant way to spend an afternoon.
The High Line Hotel,8.0,Very good,2022-05-01,Pros (+) I choose this hotel as it is next door to where my meetings are and that eliminates extra travel in the city.,I choose this hotel as it is next door to where my meetings are and that eliminates extra travel in the city.
The High Line Hotel,,Poor,2022-05-01,Pros (+) The bikes were great.,The bikes were great.
The High Line Hotel,10,Wonderful,2022-05-01,Pros (+) Beautiful building and rooms. Great location.,Beautiful building and rooms. Great location.
The High Line Hotel,,Okay,2022-05-01,Pros (+) The bed was great and super comfortable. Great welcome upon check in. The location is hard to beat.,The bed was great and super comfortable. Great welcome upon check in. The location is hard to beat.
The High Line Hotel,,Fair,2022-04-01,,"Coffee shop closed for the duration of our stay, no air con."
The Hotel Chelsea,10,Wonderful,2024-12-01,Pros (+) The renovation is beautiful and cozy. The bar/restaurant/lobby stays really lively and it is obviously a very happening place in NYC. A very fun place to stay!,The renovation is beautiful and cozy. The bar/restaurant/lobby stays really lively and it is obviously a very happening place in NYC. A very fun place to stay!
The Hotel Chelsea,10,Wonderful,2024-12-01,Pros (+) Everything …hotel super cool,Everything …hotel super cool
The Hotel Chelsea,10,Wonderful,2024-12-01,"Pros (+) From the room, to the art, to the food, to the location, to the vibe. The only place to stay in NY.","From the room, to the art, to the food, to the location, to the vibe. The only place to stay in NY."
The Hotel Chelsea,9.0,Wonderful,2024-12-01,"Pros (+) A unique and unconventional hotel. We really loved its location, atmosphere, and service. Everything was excellent!","A unique and unconventional hotel. We really loved its location, atmosphere, and service. Everything was excellent!"
The Hotel Chelsea,9.0,Wonderful,2024-12-01,Pros (+) Outstanding service . Elegant sexy room,Outstanding service . Elegant sexy room
The Hotel Chelsea,9.0,Wonderful,2024-12-01,Pros (+) Beautiful lobby and old world feel. Lovely bar and restaurant (super pricey bar),Beautiful lobby and old world feel. Lovely bar and restaurant (super pricey bar)
The Hotel Chelsea,,Okay,2024-12-01,,Beds and pillows need to be updated. Very uncomfortable
The Hotel Chelsea,10,Wonderful,2024-11-01,Pros (+) Amazing,Amazing
The Hotel Chelsea,10,Wonderful,2024-11-01,"Pros (+) The Chelsea Hotel is an exquisite property. The history of this hotel alone makes it worth staying, and the hotel rooms and common areas are over the top luxe (especially the gorgeous bathrooms)! The vibe of old world charm is felt throughout the property, and every staff member I encountered was friendly and efficient. I will definitely return!","The Chelsea Hotel is an exquisite property. The history of this hotel alone makes it worth staying, and the hotel rooms and common areas are over the top luxe (especially the gorgeous bathrooms)! The vibe of old world charm is felt throughout the property, and every staff member I encountered was friendly and efficient. I will definitely return!"
The Hotel Chelsea,9.0,Wonderful,2024-11-01,"Pros (+) Charming, cool, atmospheric. The restaurant is wonderful.","Charming, cool, atmospheric. The restaurant is wonderful."
"Gild Hall, A Thompson Hotel",,Fair,2024-12-01,Pros (+) Nice hotel. Nice location. Lovely staff.,Nice hotel. Nice location. Lovely staff.
"Gild Hall, A Thompson Hotel",,Poor,2024-11-01,,The hotel was freezing cold!!! We couldn't enjoy our breakfast and we even had jackets on!!! It was very uncomfortable everyday even froze while trying to have overpriced cocktails! Breakfast was served warm but never hot!
"Gild Hall, A Thompson Hotel",,Fair,2024-10-01,"Pros (+) Good location, close to metro station","Good location, close to metro station"
"Gild Hall, A Thompson Hotel",10,Wonderful,2024-10-01,"Pros (+) Location, staff and ambiance","Location, staff and ambiance"
"Gild Hall, A Thompson Hotel",8.0,Very good,2024-10-01,Pros (+) Large room with good facilities.,Large room with good facilities.
"Gild Hall, A Thompson Hotel",,Okay,2024-10-01,Pros (+) Location. Functional room. Nice staff. Quick check in. Comfortable room and bedding and bed very clean and new. Complementary water but first night only,Location. Functional room. Nice staff. Quick check in. Comfortable room and bedding and bed very clean and new. Complementary water but first night only
"Gild Hall, A Thompson Hotel",,Poor,2024-09-01,Pros (+) The room and location was very good. The receptionist very friendly and helpful.,The room and location was very good. The receptionist very friendly and helpful.
"Gild Hall, A Thompson Hotel",10,Wonderful,2024-09-01,,"The room was nice, the staff was top-notch, and in a sneaky good location of the city."
"Gild Hall, A Thompson Hotel",9.0,Wonderful,2024-09-01,"Pros (+) Ideal location for family stay. Comfortable and well proportioned rooms. Helpful, friendly staff.","Ideal location for family stay. Comfortable and well proportioned rooms. Helpful, friendly staff."
"Gild Hall, A Thompson Hotel",10,Wonderful,2024-08-01,Pros (+) The hotel is the perfect location for Seaport attractions and financial district. and close to subway. The room we choose was a King Deluxe and we were pleasantly surprised by the size of the room and loved the style as well. Furnishings are beautiful. The bed was comfy but pillows could have offered at least one firm option (luckily I brought one of my own). Breakfast was served at Hotel restaura...,The hotel is the perfect location for Seaport attractions and financial district. and close to subway. The room we choose was a King Deluxe and we were pleasantly surprised by the size of the room and loved the style as well. Furnishings are beautiful. The bed was comfy but pillows could have offered at least one firm option (luckily I brought one of my own). Breakfast was served at Hotel restaura...
Sixty Les,,Okay,2024-12-01,,Disappointing… not as nice as pictures suggest. Staff not really interested in you.
Sixty Les,,Fair,2024-12-01,Pros (+) Breakfast was not included. The room was very comfortable and spacious with a lovely bathroom,Breakfast was not included. The room was very comfortable and spacious with a lovely bathroom
Sixty Les,8.0,Very good,2024-11-01,"Pros (+) Big rooms, great location, various places to work both in the room and the hotel itself. Lends itself well to business travel (and leisure) and it’s one of my top choices in LES.","Big rooms, great location, various places to work both in the room and the hotel itself. Lends itself well to business travel (and leisure) and it’s one of my top choices in LES."
Sixty Les,9.0,Wonderful,2024-11-01,,There was some food smell when you open your room window coming from the outside and also inside the ventilators Big problem I had
Sixty Les,,Okay,2024-11-01,Pros (+) I liked the location! There was no door man to help with the bags so that made my stay uncomfortable,I liked the location! There was no door man to help with the bags so that made my stay uncomfortable
Sixty Les,,Fair,2024-11-01,Pros (+) Location,Location
Sixty Les,,Good,2024-11-01,,"Where it's located is perfect. Now some the pool is tiny and the rooms are even smaller. It has a luxury feel but it's not comfortable to a holiday Inn or Marriott. Everything is an up charge and pool drinks are a rip off. In a pitch a decent spot to sleep and feel good in the city, but if your paying full price looking for exceptional you will be very disappointed."
Sixty Les,10,Wonderful,2024-11-01,Pros (+) Great location and very accommodating and helpful staff.,Great location and very accommodating and helpful staff.
Sixty Les,,Fair,2024-11-01,"Pros (+) The location was great. Interesting neighbourhood with lots of independent shops, restaurants and bars and easy to get the subway into the centre. Hotel staff were courteous. The hotel looked after our luggage after check out on the final day.","The location was great. Interesting neighbourhood with lots of independent shops, restaurants and bars and easy to get the subway into the centre. Hotel staff were courteous. The hotel looked after our luggage after check out on the final day."
Sixty Les,9.0,Wonderful,2024-11-01,"Pros (+) Great location, cool hotel, the room was more than adequate. Complimentary coffee and tea every morning in the lobby downstairs was greatly appreciated. And the view of the skyline was gorgeous.","Great location, cool hotel, the room was more than adequate. Complimentary coffee and tea every morning in the lobby downstairs was greatly appreciated. And the view of the skyline was gorgeous."
Doubletree By Hilton Hotel & Suites Jersey City,,Fair,2024-12-01,Pros (+) Location,Location
Doubletree By Hilton Hotel & Suites Jersey City,10,Wonderful,2024-11-01,Pros (+) Hot cookies upon arrival were so delicious,Hot cookies upon arrival were so delicious
Doubletree By Hilton Hotel & Suites Jersey City,9.0,Wonderful,2024-11-01,Pros (+) The staff is very friendly and helpful.,The staff is very friendly and helpful.
Doubletree By Hilton Hotel & Suites Jersey City,,Poor,2024-11-01,"Pros (+) The rooms were spacious, had a great view, and clean","The rooms were spacious, had a great view, and clean"
Doubletree By Hilton Hotel & Suites Jersey City,8.0,Very good,2024-11-01,Pros (+) For a small extra fee per night we had a 12th floor room with a superb view over NYC! We 2 PATH stations in a 5 minute walk it is easy to get into the City. Nice to have free coffee in the morning at the restaurant. On site parking with unlimited in/out.,For a small extra fee per night we had a 12th floor room with a superb view over NYC! We 2 PATH stations in a 5 minute walk it is easy to get into the City. Nice to have free coffee in the morning at the restaurant. On site parking with unlimited in/out.
Doubletree By Hilton Hotel & Suites Jersey City,8.0,Very good,2024-11-01,Pros (+) The room was big and confortable. The hotel was very close to grocery stores and most importantly to the Path station!!! A big mall is just a few minutes away on foot with many options of shopping and restaurants.,The room was big and confortable. The hotel was very close to grocery stores and most importantly to the Path station!!! A big mall is just a few minutes away on foot with many options of shopping and restaurants.
Doubletree By Hilton Hotel & Suites Jersey City,8.0,Very good,2024-10-01,"Pros (+) The stuff was great (especlially the woman on the dining room), the location was good and close to a path train station, breakfast was great!","The stuff was great (especlially the woman on the dining room), the location was good and close to a path train station, breakfast was great!"
Doubletree By Hilton Hotel & Suites Jersey City,8.0,Very good,2024-10-01,Pros (+) room was very good & clean,room was very good & clean
Doubletree By Hilton Hotel & Suites Jersey City,10,Wonderful,2024-09-01,"Pros (+) Good location, big room, very comfortable, amazing view of NYC and very nice staff in the from desk, restaurant and cleaning.","Good location, big room, very comfortable, amazing view of NYC and very nice staff in the from desk, restaurant and cleaning."
Doubletree By Hilton Hotel & Suites Jersey City,10,Wonderful,2024-09-01,Pros (+) Close to certain events,Close to certain events
The Frederick Hotel,10,Wonderful,2024-12-01,"Pros (+) The bed was so comfy, and the TV had amazing options to unwind after a long day. The shower was so hot and clean. The location was amazing and the staff were even more amazing. And the breakfast had so much options, well worth the money.","The bed was so comfy, and the TV had amazing options to unwind after a long day. The shower was so hot and clean. The location was amazing and the staff were even more amazing. And the breakfast had so much options, well worth the money."
The Frederick Hotel,8.0,Very good,2024-12-01,"Pros (+) Cleanliness, comfort, good location and kindly staff. Also, breakfast was really good.","Cleanliness, comfort, good location and kindly staff. Also, breakfast was really good."
The Frederick Hotel,9.0,Wonderful,2024-12-01,"Pros (+) Staff was so friendly, warm & welcoming. Room was very clean, bathroom super clean! We didn't use it, but the mini bar was well stocked. Nice towels too.","Staff was so friendly, warm & welcoming. Room was very clean, bathroom super clean! We didn't use it, but the mini bar was well stocked. Nice towels too."
The Frederick Hotel,,Good,2024-11-01,"Pros (+) Location is amazing! Staff were kind, helpful and very reachable.","Location is amazing! Staff were kind, helpful and very reachable."
The Frederick Hotel,,Good,2024-11-01,"Pros (+) The location is unbelievable, for walking or using the train with the 1, 2 & 3 trains just in front of the hotel its unmatched. The staff were super professional at all times and very respectful.","The location is unbelievable, for walking or using the train with the 1, 2 & 3 trains just in front of the hotel its unmatched. The staff were super professional at all times and very respectful."
The Frederick Hotel,10,Wonderful,2024-11-01,"Pros (+) Everything - staff, location, room, security, breakfast, bar, etc.","Everything - staff, location, room, security, breakfast, bar, etc."
The Frederick Hotel,8.0,Very good,2024-11-01,Pros (+) Location,Location
The Frederick Hotel,,Good,2024-11-01,"Pros (+) Location, vibe, staff","Location, vibe, staff"
The Frederick Hotel,10,Wonderful,2024-11-01,"Pros (+) Clean, helpful staff","Clean, helpful staff"
The Frederick Hotel,,Good,2024-10-01,Pros (+) Excellent location Comfortable room Goo breakfast,Excellent location Comfortable room Goo breakfast
InterContinental New York Barclay,9.0,Wonderful,2024-12-01,"Pros (+) The room was a good size for Manhattan, very quiet location even with the window open. There were a couple of issues with the electrics in the room - my bedside lights and the TV didn't work - staff came to fix these late in the evening. The variety of dishes at breakfast was very good and al the staff most helpful.","The room was a good size for Manhattan, very quiet location even with the window open. There were a couple of issues with the electrics in the room - my bedside lights and the TV didn't work - staff came to fix these late in the evening. The variety of dishes at breakfast was very good and al the staff most helpful."
InterContinental New York Barclay,,Poor,2024-12-01,Pros (+) Nothing,Nothing
InterContinental New York Barclay,10,Wonderful,2024-12-01,Pros (+) Loved our room which was clean and comfortable.,Loved our room which was clean and comfortable.
InterContinental New York Barclay,10,Wonderful,2024-12-01,Pros (+) Location and staff were superb. Room was comfortable and a good size with lots of amenities,Location and staff were superb. Room was comfortable and a good size with lots of amenities
InterContinental New York Barclay,9.0,Wonderful,2024-12-01,"Pros (+) It was a very good experience , I loved the services , the rooms were clean ,bed was comfy . Very busy hotel but it’s a good kind of busy .","It was a very good experience , I loved the services , the rooms were clean ,bed was comfy . Very busy hotel but it’s a good kind of busy ."
InterContinental New York Barclay,9.0,Wonderful,2024-12-01,"Pros (+) It took 3 tries to get our room, however we finally got in and it was completely fine","It took 3 tries to get our room, however we finally got in and it was completely fine"
InterContinental New York Barclay,10,Wonderful,2024-12-01,"Pros (+) Lovely NY hotel with an upscale yet relaxed atmosphere, beautifully appointed.","Lovely NY hotel with an upscale yet relaxed atmosphere, beautifully appointed."
InterContinental New York Barclay,10,Wonderful,2024-12-01,Pros (+) The beds are very comfortable,The beds are very comfortable
InterContinental New York Barclay,10,Wonderful,2024-12-01,Pros (+) The location was convenient. The staff was very helpful & friendly. The hotel is very elegantly decorated.,The location was convenient. The staff was very helpful & friendly. The hotel is very elegantly decorated.
InterContinental New York Barclay,8.0,Very good,2024-11-01,"Pros (+) Nice breakfast buffet with many options. The location was great as it’s right in the middle of Manhattan, so close proximity to everything.","Nice breakfast buffet with many options. The location was great as it’s right in the middle of Manhattan, so close proximity to everything."
Arlo SoHo,9.0,Wonderful,2024-12-01,Pros (+) The bed is a bit small. That’s it. Rest of the facilities are great. Nice people,The bed is a bit small. That’s it. Rest of the facilities are great. Nice people
Arlo SoHo,8.0,Very good,2024-12-01,,Very noisy hotel. The rooms overlook venue with noisy parties that end at 23:00
Arlo SoHo,8.0,Very good,2024-12-01,,"The price was deceptive. It said taxes were not included, which is ridiculous as the taxes made the room very expensive"
Arlo SoHo,,Good,2024-12-01,Pros (+) Staff were nice and hotel was clean,Staff were nice and hotel was clean
Arlo SoHo,,Good,2024-12-01,"Pros (+) Very good location, pleasant staff","Very good location, pleasant staff"
Arlo SoHo,,Good,2024-12-01,"Pros (+) friendly staff, modern decor, good dining options","friendly staff, modern decor, good dining options"
Arlo SoHo,8.0,Very good,2024-12-01,"Pros (+) Location, staff, cleanliness, quietness, daily water,","Location, staff, cleanliness, quietness, daily water,"
Arlo SoHo,9.0,Wonderful,2024-12-01,"Pros (+) The great location in soho near the good shops , restaurantes .... , the breakfast and room are very good , the staff are very nice and the hotel new and clean , superb rooftop .","The great location in soho near the good shops , restaurantes .... , the breakfast and room are very good , the staff are very nice and the hotel new and clean , superb rooftop ."
Arlo SoHo,,Good,2024-11-01,Pros (+) The staff were nice and friendly. The front desk staff and the once at the entrance were very nice and helpful.,The staff were nice and friendly. The front desk staff and the once at the entrance were very nice and helpful.
Arlo SoHo,9.0,Wonderful,2024-11-01,"Pros (+) Great staff, fab location, rooms are small but perfectly formed. Cocktail lounge was lovely and the communication with guests throughout the Stay was excellent. Rooms were cleaned daily to a very high standard, and the bed was very comfortable. I would reccomed this hotel.","Great staff, fab location, rooms are small but perfectly formed. Cocktail lounge was lovely and the communication with guests throughout the Stay was excellent. Rooms were cleaned daily to a very high standard, and the bed was very comfortable. I would reccomed this hotel."
The Standard High Line,,Okay,2024-12-01,Pros (+) Location,Location
The Standard High Line,10,Wonderful,2024-12-01,Pros (+) Everything… the view on Empire,Everything… the view on Empire
The Standard High Line,10,Wonderful,2024-12-01,"Pros (+) The vibe, the view. The retro decor in combination with the original light bulbs that give the luxurious soft light, the real fresh air from the windows that can actually open a bit. My favourite place in New York.","The vibe, the view. The retro decor in combination with the original light bulbs that give the luxurious soft light, the real fresh air from the windows that can actually open a bit. My favourite place in New York."
The Standard High Line,9.0,Wonderful,2024-12-01,"Pros (+) Room was great and had the most amazing view! The staff were so kind and helpful, and upgraded us free of charge. The location is very cool, close to some amazing bars and restaurants, and away from the direct craziness/touristy parts like Times Square etc.","Room was great and had the most amazing view! The staff were so kind and helpful, and upgraded us free of charge. The location is very cool, close to some amazing bars and restaurants, and away from the direct craziness/touristy parts like Times Square etc."
The Standard High Line,8.0,Very good,2024-12-01,"Pros (+) Great location, staff are pleasant, good restaurants","Great location, staff are pleasant, good restaurants"
The Standard High Line,8.0,Very good,2024-11-01,Pros (+) Great location,Great location
The Standard High Line,,Mediocre,2024-11-01,Pros (+) Location was great,Location was great
The Standard High Line,,Good,2024-11-01,"Pros (+) La vue, la chambre.","La vue, la chambre."
The Standard High Line,10,Wonderful,2024-11-01,Pros (+) Incredible. Love the vibe. Always have always will. The view is stunning.,Incredible. Love the vibe. Always have always will. The view is stunning.
The Standard High Line,,Okay,2024-11-01,Pros (+) I had a fantastic view on the Hudson and the Whitney. Very comfortable bed.,I had a fantastic view on the Hudson and the Whitney. Very comfortable bed.
Public,10,Wonderful,2024-12-01,,"Amazing hotel, friendly staff and awesome location right next to a Wholefoods and with 2 CVS-es located within 5 mins walking. Katz deli is also 5 mins away and Soho is ~8-10 mins away. Citibike docking in the park opposite and subway station right next to the hotel."
Public,,Fair,2024-11-01,,PAY 2 TIME THE TAX
Public,9.2,Wonderful,2024-11-01,,Apart from booking amount they take 40 to 45$ extra per day towards the facility charge which was surprising. It’s kind of hidden charge.
Public,9.6,Wonderful,2024-11-01,,We had a great experience but one thing that was a little weird was the bathroom. It was glass walls and even when the lights were on it was still see through. I couldn’t imagine staying here with a family member lol but other than that it was a good stay!
Public,10,Wonderful,2024-11-01,,It’s a master piece
Public,,Okay,2024-11-01,,"Charging for resort fee without mentioning in advance. Not friendly reception staff, Broken automate sheers."
Public,,Okay,2024-10-01,,"Facilities are impressive, but the lack of staff is somewhat jarring. There is a hidden building ""access"" fee that allows you to use the lounges, bar etc. There is a free morning fitness session, but the instructors never showed up. Any requests need to be made over text message which isn't immediately apparent. Walls are also very thin as are windows - even though I was on the 15th floor I could ..."
Public,8.4,Very good,2024-10-01,,"They have a a fee for accessing their rooftop and other facilities. However, this seems a little excessive for a one night stay"
Public,10,Wonderful,2024-10-01,,Cute cosy room with great service. Excellent on site restaurants. Great bars with lively contemporary music. Awesome roof top. Complete overall package. Would definitely stay again.
Public,,Okay,2024-10-01,,I didn't know there was a mandatory access fee that you have to pay even if you don't use any of the services listed until I got to check in. There was tissue left inside the toilet when I got into the room. The room had VERY BAD soundproofing I was forced to listen to the beats and music down at the bar as well as drunk people chatting in the hallway at 2 am in the morning. The only great thing i...
Conrad New York Downtown,10,Wonderful,2024-12-01,"Pros (+) Like everything about the Conrad Downtown. My wife and I think to try something new and ""special,"" but we are always drawn to the hotel. Five visits in five years. The hotel is walkable to so much. The Oculus is a block away. Ferry dock across the street. The on-site restaurant is extraordinary. There are many handfuls of restaurants within four blocks of the hotel. If you are interested in shoppi...Read more","Like everything about the Conrad Downtown. My wife and I think to try something new and ""special,"" but we are always drawn to the hotel. Five visits in five years. The hotel is walkable to so much. The Oculus is a block away. Ferry dock across the street. The on-site restaurant is extraordinary. There are many handfuls of restaurants within four blocks of the hotel. If you are interested in shoppi..."
Conrad New York Downtown,,Okay,2024-12-01,Pros (+) I love staying at the Conrad downtown but my last visit was disappointing,I love staying at the Conrad downtown but my last visit was disappointing
Conrad New York Downtown,,Poor,2024-11-01,,The hotel overcharged me by hundreds of dollars and will not return any of my phone calls or emails.
Conrad New York Downtown,8.0,Very good,2024-11-01,"Pros (+) Excellent room size especially for NYC. Polite, courteous staff. Bar and restaurant area was good, if on the expensive side.","Excellent room size especially for NYC. Polite, courteous staff. Bar and restaurant area was good, if on the expensive side."
Conrad New York Downtown,10,Wonderful,2024-11-01,"Pros (+) Everything was perfect. The room, the food, the staff. They really go far and beyond your expectations.","Everything was perfect. The room, the food, the staff. They really go far and beyond your expectations."
Conrad New York Downtown,8.0,Very good,2024-10-01,Pros (+) Location is very good and convenient. I love the surroundings.,Location is very good and convenient. I love the surroundings.
Conrad New York Downtown,,Poor,2024-10-01,,"I tried to change the date of the reservation through Booking.com app and didn't work because it was bugged. I called Booking.com and was told to call the hotel. I called the hotel and they were rude and said that only Booking.com could do it. I called again Booking.com and was told that only the hotel could. I end up paying almost $1,000 penalty and couldn't change my reservation. Was a loyal use..."
Conrad New York Downtown,10,Wonderful,2024-10-01,Pros (+) Spacious room,Spacious room
Conrad New York Downtown,8.0,Very good,2024-09-01,Pros (+) large corner suite was spacious and comfortable,large corner suite was spacious and comfortable
Conrad New York Downtown,9.0,Wonderful,2024-09-01,Pros (+) Front office there was an lady she is so respectful and helpful,Front office there was an lady she is so respectful and helpful
The New York Edition,9.0,Wonderful,2024-10-01,Pros (+) Location and service amazing,Location and service amazing
The New York Edition,,Poor,2024-09-01,Pros (+) Location only. Nothing else.,Location only. Nothing else.
The New York Edition,,Mediocre,2024-09-01,,Elevators are terrible. Service is terrible. No lounge access as it is always booked abd packed. No one to help you in or out with your bags. Self service all the way. It also took 2 HOURS to check in even though i arrived at 4pm. Hotel is old and furniture is way over-used. Never again.
The New York Edition,,Okay,2024-09-01,,Beautiful but would expect coffee machine in a suite in any hotel but especially the edition. Beautiful non the less
The New York Edition,,Okay,2024-08-01,,Check in time is 4pm I have never experienced all over the world. Unkind staff. dirty room. Terrible. 빚좋은 개살구.
The New York Edition,,Fair,2024-07-01,Pros (+) Location,Location
The New York Edition,,Okay,2024-05-01,Pros (+) Location,Location
The New York Edition,,Poor,2024-04-01,Pros (+) old and smelly,old and smelly
The New York Edition,10,Wonderful,2024-01-01,"Pros (+) Great location, valet parking which is so important in NYC, the staff was always pleasant, the design is modern and clean yet warm and relaxing.","Great location, valet parking which is so important in NYC, the staff was always pleasant, the design is modern and clean yet warm and relaxing."
The New York Edition,10,Wonderful,2023-11-01,"Pros (+) Customer service, facilities","Customer service, facilities"
Even Hotel New York - Times Square South,8.0,Very good,2024-12-01,,"Overall, nice hotel, nice and convenient location. A bit noisy since we got a room on the 3rd floor but its NY so its expected."
Even Hotel New York - Times Square South,8.4,Very good,2024-11-01,,staff were accomodating and helpful.
Even Hotel New York - Times Square South,9.2,Wonderful,2024-11-01,,"The staff were polite and courteous, making the experience even more enjoyable. The rooms were new and very clean, providing a comfortable and pleasant stay."
Even Hotel New York - Times Square South,9.0,Wonderful,2024-11-01,"Pros (+) The hotel is modern and clean with big rooms and good WiFi. The location is near by the subway, so it’s very nice to get to any part of the city.","The hotel is modern and clean with big rooms and good WiFi. The location is near by the subway, so it’s very nice to get to any part of the city."
Even Hotel New York - Times Square South,9.0,Wonderful,2024-11-01,Pros (+) The friendly staff and convenient location to MSG.,The friendly staff and convenient location to MSG.
Even Hotel New York - Times Square South,10,Wonderful,2024-11-01,Pros (+) Staff,Staff
Even Hotel New York - Times Square South,10,Wonderful,2024-11-01,"Pros (+) Nice, clean hotel in a great location!","Nice, clean hotel in a great location!"
Even Hotel New York - Times Square South,10,Wonderful,2024-11-01,Pros (+) The best thing about the property was the staff.,The best thing about the property was the staff.
Even Hotel New York - Times Square South,10,Wonderful,2024-11-01,,very clean friendly staff room not cramp very comfortable near a subway entrance everything is walkable
Even Hotel New York - Times Square South,8.0,Very good,2024-10-01,"Pros (+) The location was excellent One of the front desk staffs , i think his name is Christopher gave me a 5 star service! He went the extra mile to ensure that my stay was comfortable,","The location was excellent One of the front desk staffs , i think his name is Christopher gave me a 5 star service! He went the extra mile to ensure that my stay was comfortable,"
Hampton Inn Manhattan/Times Square Central,9.0,Wonderful,2024-12-01,Pros (+) Location and staff,Location and staff
Hampton Inn Manhattan/Times Square Central,8.0,Very good,2024-12-01,Pros (+) location & price,location & price
Hampton Inn Manhattan/Times Square Central,8.0,Very good,2024-12-01,"Pros (+) the breakfast had excellent selections, very friendly staff and very clean rooms. Would stay here again forsure!","the breakfast had excellent selections, very friendly staff and very clean rooms. Would stay here again forsure!"
Hampton Inn Manhattan/Times Square Central,10,Wonderful,2024-12-01,"Pros (+) The hotel staff and location was excellent. We were able to walk to most all the main attractions. When we needed transportation, the hotel staff was more than willing to help us out by booking the ride for us.","The hotel staff and location was excellent. We were able to walk to most all the main attractions. When we needed transportation, the hotel staff was more than willing to help us out by booking the ride for us."
Hampton Inn Manhattan/Times Square Central,9.0,Wonderful,2024-12-01,Pros (+) Very friendly front desk staff. I felt like I was being treated very well! Room was clean.,Very friendly front desk staff. I felt like I was being treated very well! Room was clean.
Hampton Inn Manhattan/Times Square Central,10,Wonderful,2024-12-01,Pros (+) The staff where amazing helpful and patient on the evening we landed my card wouldn’t work and they showed great patience. I would like to have known that they didn’t accept cash before my stay but it wasn’t a problem the staff are a credit and so knowledgeable in guiding you. Shout out to that one staff members name I can’t remember but he loves mrs browns boys you where amazing ❤️,The staff where amazing helpful and patient on the evening we landed my card wouldn’t work and they showed great patience. I would like to have known that they didn’t accept cash before my stay but it wasn’t a problem the staff are a credit and so knowledgeable in guiding you. Shout out to that one staff members name I can’t remember but he loves mrs browns boys you where amazing ❤️
Hampton Inn Manhattan/Times Square Central,,Good,2024-12-01,"Pros (+) fantastic location, room good size","fantastic location, room good size"
Hampton Inn Manhattan/Times Square Central,9.0,Wonderful,2024-12-01,"Pros (+) I recently stayed at this hotel and had an exceptional experience. The location is unbeatable, just a short walk to Times Square, making it perfect for exploring the city. The staff were incredibly friendly and welcoming, always going out of their way to ensure a comfortable stay. The hotel itself was spotless, with well-maintained rooms and common areas. It was evident that cleanliness is a top p...Read more","I recently stayed at this hotel and had an exceptional experience. The location is unbeatable, just a short walk to Times Square, making it perfect for exploring the city. The staff were incredibly friendly and welcoming, always going out of their way to ensure a comfortable stay. The hotel itself was spotless, with well-maintained rooms and common areas. It was evident that cleanliness is a top p..."
Hampton Inn Manhattan/Times Square Central,8.0,Very good,2024-11-01,Pros (+) Location,Location
Hampton Inn Manhattan/Times Square Central,8.8,Very good,2024-11-01,,great location.
Kimpton Hotel Eventi,9.0,Wonderful,2024-12-01,"Pros (+) I liked the location, the view, the lobby had nice energy, the room was clean and spacious.","I liked the location, the view, the lobby had nice energy, the room was clean and spacious."
Kimpton Hotel Eventi,10,Wonderful,2024-12-01,Pros (+) The staff was very friendly and it was very clean and quiet. They arranged transportation to and from the airport which was so convenient and stress free.,The staff was very friendly and it was very clean and quiet. They arranged transportation to and from the airport which was so convenient and stress free.
Kimpton Hotel Eventi,10,Wonderful,2024-12-01,Pros (+) Front desk service,Front desk service
Kimpton Hotel Eventi,10,Wonderful,2024-11-01,Pros (+) Beautiful property,Beautiful property
Kimpton Hotel Eventi,8.0,Very good,2024-11-01,Pros (+) We have stayed here before. Centrally located to a lot of attractions.Three restaurants and the pizza in L‘Amico is the best ever! Happy hour every evening and they served really good wines.,We have stayed here before. Centrally located to a lot of attractions.Three restaurants and the pizza in L‘Amico is the best ever! Happy hour every evening and they served really good wines.
Kimpton Hotel Eventi,8.0,Very good,2024-11-01,Pros (+) Good restaurants and gym,Good restaurants and gym
Kimpton Hotel Eventi,,Fair,2024-11-01,Pros (+) Rooms,Rooms
Kimpton Hotel Eventi,9.6,Wonderful,2024-11-01,,would definitely recommend this hotel. great location & room is clean.
Kimpton Hotel Eventi,,Mediocre,2024-11-01,,"One of the staff members was unfriendly and unhelpful when providing information. Additionally, the $2.50 baggage fee for bag storage felt unnecessarily fussy and diminished the overall experience."
Kimpton Hotel Eventi,9.0,Wonderful,2024-10-01,"Pros (+) Great hotel lobby with awesome restaurants and vibe. The location was perfect. Close to shops, K-Town and Highline. Staff were great. I paid extra for early check in and we were in our room by 10am which was perfect coming from a red-eye.","Great hotel lobby with awesome restaurants and vibe. The location was perfect. Close to shops, K-Town and Highline. Staff were great. I paid extra for early check in and we were in our room by 10am which was perfect coming from a red-eye."
MADE Hotel,10,Wonderful,2024-12-01,Pros (+) This place is gorgeous and the lounge/coffee shop are a perfect place to hang.,This place is gorgeous and the lounge/coffee shop are a perfect place to hang.
MADE Hotel,,Good,2024-11-01,"Pros (+) Location, friendly staff","Location, friendly staff"
